"Hylak_id","SlopeMean","SignMean","PMean","SlopeMax","SignMax","PMax","SlopeMin","SignMin","PMin"
1451,12074636.1995433,603,0,17658118.920387,603,0,1966883.92183278,603,0
1452,-9320618.41464589,-377,1.15225606833746e-11,-39249209.9685183,-377,1.15225606833746e-11,-3705814.27438235,-377,1.15225606833746e-11
1454,26007321.8502942,467,7.03881397612349e-14,72101510.5612495,467,7.03881397612349e-14,6573073.21056668,467,7.03881397612349e-14
1455,-1610228.0503184,-71,0.300376258424139,-6111823.81543438,-71,0.300376258424139,-259233.480327615,-71,0.300376258424139
1456,762530.186897167,143,0.00897241112879388,7529285.01984525,143,0.00897241112879388,281351.709240833,143,0.00897241112879388
1457,2066115.58217399,343,1.28369997742794e-07,7737428.48312053,343,1.28369997742794e-07,482222.278189245,343,1.28369997742794e-07
1458,-162190.772644321,-7,0.930660052797024,-772500.267755699,-7,0.930660052797024,-12023.323280156,-7,0.930660052797024
1459,1483570.9761784,304,5.11359139476752e-08,13996361.3899131,304,5.11359139476752e-08,977497.124994642,304,5.11359139476752e-08
1460,10537747.7379632,487,6.28386231937839e-14,26906645.2219224,487,6.28386231937839e-14,4530722.45738512,487,6.28386231937839e-14
1462,2582889.7637488,90,0.208580972319233,2830950.61617501,90,0.208580972319233,2188959.60846412,90,0.208580972319233
1463,8312793.6192218,462,2.27133534203006e-09,48216686.7170983,462,2.27133534203006e-09,1141959.05623422,462,2.27133534203006e-09
1464,-11998.4572987878,-35,0.6039866280453,-406578.472820491,-35,0.6039866280453,-3767.09090233,-35,0.6039866280453
1465,1607780.40452136,125,0.028336060695223,3280498.35366671,125,0.028336060695223,105069.56560942,125,0.028336060695223
1466,-6570089.11828816,-299,2.24838525575421e-09,-18989440.6136365,-299,2.24838525575421e-09,-2791400.27958047,-299,2.24838525575421e-09
1467,28016668.0891297,195,0.0133409590111868,98356085.9925677,195,0.0133409590111868,3280247.38176649,195,0.0133409590111868
1468,3360876.52535253,161,0.0417888474938855,12356417.7688273,161,0.0417888474938855,521144.273166788,161,0.0417888474938855
1472,8193917.38842357,90,0.149586811947661,24149561.0415466,90,0.149586811947661,666636.394964782,90,0.149586811947661
1473,-126448769.612491,-775,0,-264615881.295124,-775,0,-40377251.6260776,-775,0
1474,-298811.184230432,-17,0.817851496036884,-1090571.13554466,-17,0.817851496036884,-4647.6583619024,-17,0.817851496036884
1476,242463.90022356,36,0.590624481630005,2840097.644527,36,0.590624481630005,1569.19632677821,36,0.590624481630005
1477,6499857.16960058,303,1.73634430467029e-05,11286030.0814063,303,1.73634430467029e-05,3512255.47206048,303,1.73634430467029e-05
1478,-572994.458206384,-6,0.939408001958259,-1550616.75208373,-6,0.939408001958259,-74702.728834278,-6,0.939408001958259
1479,4102897.22580659,369,8.17562284538553e-09,33796355.3376726,369,8.17562284538553e-09,282008.50210505,369,8.17562284538553e-09
1480,-399315.548349599,-49,0.505681996955476,-1744392.48181313,-49,0.505681996955476,-56267.3792950599,-49,0.505681996955476
1481,7975837.83234,203,0.0052320328232498,34220397.742986,203,0.0052320328232498,3461177.7928158,203,0.0052320328232498
1482,4352416.53879092,567,5.99520433297585e-14,4857302.678146,567,5.99520433297585e-14,1832817.28832481,567,5.99520433297585e-14
1483,2845398.58845538,204,0.00191370300034577,17134056.7458746,204,0.00191370300034577,286412.40634334,204,0.00191370300034577
1484,175968815.458253,637,2.22044604925031e-15,262203416.72772,637,2.22044604925031e-15,115369679.12852,637,2.22044604925031e-15
1485,-2139484.61119433,-132,0.0380577280936307,-14548936.8999481,-132,0.0380577280936307,-240623.301909066,-132,0.0380577280936307
1486,1088266.22964451,368,1.06913209663162e-06,3960744.77628253,368,1.06913209663162e-06,110798.214449389,368,1.06913209663162e-06
1487,35172149.9900789,275,0.000472447141975918,68270415.9292022,275,0.000472447141975918,10146374.4239923,275,0.000472447141975918
1488,312285841.452397,872,0,594074452.835362,872,0,140547737.849891,872,0
1489,-2083291.25805953,-79,0.299397089112567,-9492770.77170818,-79,0.299397089112567,-493531.250667327,-79,0.299397089112567
1490,1283478.68729673,279,0.000271561188215808,19926260.2538123,279,0.000271561188215808,139754.492738794,279,0.000271561188215808
1491,117025932.16797,391,3.23602571405956e-08,355004638.821594,391,3.23602571405956e-08,26660588.6963024,391,3.23602571405956e-08
1493,-18757875.2958782,-134,0.0455348586502875,-42101341.7809009,-134,0.0455348586502875,-9512825.92810473,-134,0.0455348586502875
1496,33657681.9532973,406,9.00444030449421e-09,49053456.445577,406,9.00444030449421e-09,19549574.9091537,406,9.00444030449421e-09
1497,13676038.9971299,133,0.0764809751484281,33144411.6987328,133,0.0764809751484281,3959566.67368799,133,0.0764809751484281
1498,1251814.72224494,84,0.147886087527657,1678784.66347882,84,0.147886087527657,782094.839991779,84,0.147886087527657
1499,50376587.1575012,266,8.8019245293669e-05,131563386.065002,266,8.8019245293669e-05,20165109.5655341,266,8.8019245293669e-05
1500,87620076.3072044,599,0,278310578.348153,599,0,13529603.7452292,599,0
1501,-3567414.66940668,-55,0.361044973221068,-6741753.09283262,-55,0.361044973221068,-1169935.46079517,-55,0.361044973221068
1502,19321109.9491817,155,0.0278971980766602,37671685.0941466,155,0.0278971980766602,7021952.65083883,155,0.0278971980766602
1503,11358575.5598873,91,0.239918262049249,20386613.6575818,91,0.239918262049249,5591944.25754636,91,0.239918262049249
1504,11269779.2726305,64,0.403060062527677,13246926.9182277,64,0.403060062527677,7330509.41047499,64,0.403060062527677
1505,-8107156.33108433,-207,0.00194865163270053,-10776835.1442137,-207,0.00194865163270053,-5348969.57230092,-207,0.00194865163270053
1506,8472450.17204135,152,0.0480099808105365,36488289.4974169,152,0.0480099808105365,560401.718571071,152,0.0480099808105365
1507,-3103786.83261738,-40,0.559263850051822,-5027823.14536706,-40,0.559263850051822,-2398215.25741904,-40,0.559263850051822
1508,-54278.4652504173,-8,0.917263385227324,-129245.034059339,-8,0.917263385227324,-26515.5170772021,-8,0.917263385227324
1510,27854293.606252,216,0.00150517554349872,66777133.5048822,216,0.00150517554349872,14097734.1979033,216,0.00150517554349872
1511,307032.195473923,26,0.710694368485645,1076614.18352211,26,0.710694368485645,96331.0124138525,26,0.710694368485645
1512,29232392.15871,257,0.000706506887633962,71022989.9161125,257,0.000706506887633962,2668629.86931901,257,0.000706506887633962
1513,11102743.6849924,169,0.00713454751604248,20073434.9888436,169,0.00713454751604248,4749749.57814418,169,0.00713454751604248
1514,-82873829.3203687,-346,4.5808896276256e-07,-140189500.55574,-346,4.5808896276256e-07,-38608532.6072254,-346,4.5808896276256e-07
1515,-1032607.34560364,-122,0.0612300652855804,-3678417.73070029,-122,0.0612300652855804,-31447.907014575,-122,0.0612300652855804
1516,-156534938.630788,-357,5.76076053526720e-09,-234936852.037391,-357,5.76076053526720e-09,-132901022.335449,-357,5.76076053526720e-09
1517,-28490815.5714007,-419,1.77732695227917e-08,-43688119.0281186,-419,1.77732695227917e-08,-9472173.73066172,-419,1.77732695227917e-08
1518,-4745933.30757073,-132,0.0940244756533954,-11331920.6892248,-132,0.0940244756533954,-1185165.53268998,-132,0.0940244756533954
1519,32118897.4409089,134,0.0470296109673436,67537785.2769898,134,0.0470296109673436,14993746.111991,134,0.0470296109673436
1520,-2078677.95219925,-173,0.0101409655104654,-29564447.258585,-173,0.0101409655104654,-1776997.68083678,-173,0.0101409655104654
1521,-6171131.44384759,-157,0.00973221346135222,-9834614.50512522,-157,0.00973221346135222,-4040719.01658023,-157,0.00973221346135222
1522,-956976.319031484,-54,0.359967346736594,-2640143.21130236,-54,0.359967346736594,-5784.8341658948,-54,0.359967346736594
1523,-3016894.33431138,-270,6.89831188127599e-05,-4357401.50540694,-270,6.89831188127599e-05,-942725.114170462,-270,6.89831188127599e-05
1524,-20424226.9379769,-69,0.192750836307567,-32347322.0740008,-69,0.192750836307567,-15047764.4664262,-69,0.192750836307567
1525,207591.6934239,7,0.926735462823854,304312.224146901,7,0.926735462823854,55842.0105984099,7,0.926735462823854
1527,11266627.2997165,174,0.00467520341161798,47084225.0942833,174,0.00467520341161798,574302.055948897,174,0.00467520341161798
1528,-6877786.55890982,-279,8.38617793608165e-05,-8941389.81033394,-279,8.38617793608165e-05,-6866921.28137609,-279,8.38617793608165e-05
1529,-4609998.2243619,-402,2.45170550527973e-11,-9035307.510936,-402,2.45170550527973e-11,-3080706.57324616,-402,2.45170550527973e-11
1531,-46145156.0658506,-274,0.000114450546703448,-104729185.056705,-274,0.000114450546703448,-26282533.0677371,-274,0.000114450546703448
1532,-18010507.2299925,-291,2.5041882846244e-05,-56522846.5454407,-291,2.5041882846244e-05,-1427783.02767537,-291,2.5041882846244e-05
1533,-65263332.6635628,-257,0.000152803421827885,-159545892.468619,-257,0.000152803421827885,-14725780.3769119,-257,0.000152803421827885
1534,7132157.43507957,60,0.254417796696212,11204829.6368291,60,0.254417796696212,5358599.65242057,60,0.254417796696212
1535,395249.30929048,169,0.00586103322533016,3719524.71353592,169,0.00586103322533016,325700.546895351,169,0.00586103322533016
1536,-1209988.39579597,-257,1.51731318540627e-05,-4409234.85417607,-257,1.51731318540627e-05,-187423.126381093,-257,1.51731318540627e-05
1539,8694877.32682142,920,0,27421688.9422997,920,0,1172025.97918805,920,0
1540,49954170.2770297,216,0.000127335659895866,77194368.2593083,216,0.000127335659895866,43691032.4578876,216,0.000127335659895866
1542,-11038608.3124975,-81,0.287347279305282,-13719504.3954267,-81,0.287347279305282,-8105852.16880584,-81,0.287347279305282
1543,386665942.660229,500,2.26485497023532e-14,473191913.440095,500,2.26485497023532e-14,143894626.804853,500,2.26485497023532e-14
1544,-8061852.45841208,-208,0.000641997199613886,-24289631.6317592,-208,0.000641997199613886,-2230355.14518455,-208,0.000641997199613886
1546,16589423.6687934,464,6.78568312650896e-13,24989510.4760199,464,6.78568312650896e-13,1226103.08402317,464,6.78568312650896e-13
1547,5661629.30480469,187,0.00620821215469558,10443946.2153334,187,0.00620821215469558,1396061.01636934,187,0.00620821215469558
1548,-65038390.492656,-612,0,-125630316.165646,-612,0,-7458454.77654834,-612,0
1549,-6758561.77892203,-73,0.306640375956433,-13455522.298649,-73,0.306640375956433,-3540808.57679801,-73,0.306640375956433
1550,195520.777619145,24,0.69279348247373,678748.211639904,24,0.69279348247373,47607.7782862367,24,0.69279348247373
1551,-18444243.0544646,-410,4.15223411209809e-14,-31802695.0124591,-410,4.15223411209809e-14,-8877466.65461099,-410,4.15223411209809e-14
1552,-1199939.02104684,-96,0.0700512846216326,-2564820.61751388,-96,0.0700512846216326,-178851.411998891,-96,0.0700512846216326
1553,-26627425.9911508,-232,2.27679595323771e-05,-43798455.074558,-232,2.27679595323771e-05,-1712599.47797165,-232,2.27679595323771e-05
1554,50090457.6215305,206,6.39091475487241e-05,54491818.3805745,206,6.39091475487241e-05,47878245.322689,206,6.39091475487241e-05
1555,24473105.4103989,702,0,80371416.7027725,702,0,7097982.31108071,702,0
1557,10897947.7109504,342,2.75753073708529e-08,35858562.121908,342,2.75753073708529e-08,826142.463196237,342,2.75753073708529e-08
1558,-80114856.1106712,-410,1.1169065672334e-10,-164511913.300509,-410,1.1169065672334e-10,-28156001.4507931,-410,1.1169065672334e-10
1559,18877435.129145,185,0.00606527176952243,44889498.0118483,185,0.00606527176952243,6292929.78967557,185,0.00606527176952243
1560,-5622948.89531494,-120,0.0712101302360093,-12440705.9377981,-120,0.0712101302360093,-1130738.33080234,-120,0.0712101302360093
1561,6902216.55794133,97,0.132205386681713,33182878.1159793,97,0.132205386681713,1242432.29423963,97,0.132205386681713
1562,12200661.7945134,391,2.43996096660481e-08,77461440.4524479,391,2.43996096660481e-08,1588097.31594814,391,2.43996096660481e-08
1563,9336609.60247545,467,2.20490292690556e-13,33596862.0485132,467,2.20490292690556e-13,1939287.42481709,467,2.20490292690556e-13
1564,-7381796.0967022,-414,2.00395056104696e-09,-29388996.6997337,-414,2.00395056104696e-09,-1127857.8448898,-414,2.00395056104696e-09
1565,-12639868.3078374,-285,1.05182779581714e-05,-40515564.2766858,-285,1.05182779581714e-05,-1843996.16798798,-285,1.05182779581714e-05
1567,-1031047.17518653,-64,0.34650881331106,-3788178.4777524,-64,0.34650881331106,-239844.982262912,-64,0.34650881331106
1568,38053648.9175025,57,0.217155584085074,77014243.1192949,57,0.217155584085074,14007203.1586825,57,0.217155584085074
1569,1510030.94607224,199,3.69774419333169e-05,3475112.25860624,199,3.69774419333169e-05,299236.853555016,199,3.69774419333169e-05
1570,14224242.3755885,269,6.66001318538889e-08,53475960.7270307,269,6.66001318538889e-08,2465321.24935522,269,6.66001318538889e-08
1571,71723.5083432182,218,0.000104299562971422,394550.427705641,218,0.000104299562971422,71723.5083432182,218,0.000104299562971422
1572,-12028269.1522993,-140,0.00906709534355499,-103974425.591892,-140,0.00906709534355499,-2281929.04886178,-140,0.00906709534355499
1573,22824539.4844766,62,0.16094582508836,98124209.0102473,62,0.16094582508836,824498.751982853,62,0.16094582508836
1574,1070332.19462637,136,0.00888222496045943,2579774.96240563,136,0.00888222496045943,589511.46440531,136,0.00888222496045943
1575,89380533.9382731,768,0,163373766.554369,768,0,23735479.1419329,768,0
1576,52451566.3148097,252,5.36791432703687e-06,52451566.3148097,252,5.36791432703687e-06,16090059.9057796,252,5.36791432703687e-06
1577,9593164.7915845,110,0.0498579826737544,37801966.9956325,110,0.0498579826737544,1527424.94848758,110,0.0498579826737544
1578,2988950.97730375,107,0.108031056234142,9944013.67997274,107,0.108031056234142,414225.255478126,107,0.108031056234142
1579,13103422.7059876,392,2.5068835896036e-11,41970677.4596123,392,2.5068835896036e-11,1417254.82851083,392,2.5068835896036e-11
1580,2929059.78079721,122,0.0117806377471481,18097725.7948514,122,0.0117806377471481,231157.160447757,122,0.0117806377471481
1581,24545873.5506034,178,0.00550260156510873,97338063.4775669,178,0.00550260156510873,6311197.78754473,178,0.00550260156510873
1582,10899714.9186376,492,4.65494309764836e-12,18388764.4020434,492,4.65494309764836e-12,3696329.3203429,492,4.65494309764836e-12
1585,90523151.4083929,958,0,276550913.196502,958,0,63098151.9165183,958,0
1586,10758287.0365809,209,0.000181805895837384,52589354.4421221,209,0.000181805895837384,677186.998117164,209,0.000181805895837384
1587,-1069856.73022583,-41,0.437401154507929,-3246844.59562467,-41,0.437401154507929,-387755.148040634,-41,0.437401154507929
1589,2156399.2652727,124,0.0107670389623837,12185996.7459837,124,0.0107670389623837,184424.791921813,124,0.0107670389623837
1590,20308802.7825455,192,0.000170033551988302,155268914.492355,192,0.000170033551988302,1335323.69677199,192,0.000170033551988302
1591,199992169.609988,726,0,199992169.609988,726,0,199992169.609988,726,0
1592,4479886.023763,227,1.09691010272694e-05,38027948.887359,227,1.09691010272694e-05,306832.85480338,227,1.09691010272694e-05
1593,8073102.75385466,134,0.000708616983900345,65862936.659942,134,0.000708616983900345,1027432.69021884,134,0.000708616983900345
1594,17524287.2875392,367,3.0465407974134e-11,44479918.0158731,367,3.0465407974134e-11,1074707.97615619,367,3.0465407974134e-11
1595,13105485.540475,216,4.82286412140098e-07,75607721.9234894,216,4.82286412140098e-07,11531069.9811304,216,4.82286412140098e-07
1596,9371163.68899,183,0.00075751612931918,25119873.82917,183,0.00075751612931918,847617.027024999,183,0.00075751612931918
1597,1424153.26563932,91,0.0326952354187082,5807522.1473604,91,0.0326952354187082,225668.844773718,91,0.0326952354187082
1598,12512472.8047614,418,3.10862446895044e-15,93930226.4412212,418,3.10862446895044e-15,1063653.99125814,418,3.10862446895044e-15
1599,8717292.21613017,82,0.00656417154608335,63350446.3890223,82,0.00656417154608335,1216953.91958292,82,0.00656417154608335
1600,266378.536044353,211,5.63755177784842e-06,2724914.33541436,211,5.63755177784842e-06,160354.356390218,211,5.63755177784842e-06
1601,84145676.3122365,296,6.85104601869657e-05,158548747.618088,296,6.85104601869657e-05,48346772.0481911,296,6.85104601869657e-05
1602,33572468.9888023,342,5.70789193687915e-10,128938689.884153,342,5.70789193687915e-10,614516.964771337,342,5.70789193687915e-10
1603,6582265.45975973,141,2.71149776835955e-05,22600887.9006981,141,2.71149776835955e-05,6582265.45975973,141,2.71149776835955e-05
1605,8795948.82256073,129,0.0685929006657859,22921670.9637333,129,0.0685929006657859,788859.475428627,129,0.0685929006657859
1606,5434890.71642127,415,1.35442266291363e-08,40584180.5175873,415,1.35442266291363e-08,184163.470615108,415,1.35442266291363e-08
1607,5010645.85828097,226,3.80656148655234e-05,23096422.1420383,226,3.80656148655234e-05,2863486.35066056,226,3.80656148655234e-05
1608,3302891.07382327,368,2.66453525910038e-15,6765501.66383925,368,2.66453525910038e-15,29575.8348346525,368,2.66453525910038e-15
1609,183915.971102993,235,4.9478951626547e-05,1144618.96732447,235,4.9478951626547e-05,40371.3725976427,235,4.9478951626547e-05
1610,9475406.139623,361,1.21204823955168e-10,38381293.4534515,361,1.21204823955168e-10,430863.282005308,361,1.21204823955168e-10
1612,25851288.1979165,122,0.0915885576788358,61060824.4656762,122,0.0915885576788358,13347368.8740893,122,0.0915885576788358
1613,122506776.741478,343,7.75907116334906e-10,420384562.218526,343,7.75907116334906e-10,22147006.6587172,343,7.75907116334906e-10
1614,34919937.2257248,390,2.47982079315534e-09,122054618.080048,390,2.47982079315534e-09,748588.583068168,390,2.47982079315534e-09
1615,-3377272.664156,-101,0.0943367370789436,-12119529.890111,-101,0.0943367370789436,-660385.93169175,-101,0.0943367370789436
1616,12307492.0539204,283,4.33501205665543e-06,30009819.2272232,283,4.33501205665543e-06,1922922.37711431,283,4.33501205665543e-06
1617,48399992.2555189,363,1.80214065892415e-09,224703851.5624,363,1.80214065892415e-09,8766028.807705,363,1.80214065892415e-09
1618,3701968.0618551,266,3.49463653526172e-06,14035155.3232907,266,3.49463653526172e-06,487198.805240072,266,3.49463653526172e-06
1620,296260.755673522,264,1.7649288275301e-07,1102855.06453104,264,1.7649288275301e-07,99168.0822265858,264,1.7649288275301e-07
1621,-23436635.7578795,-302,1.47044638909577e-07,-119097200.629431,-302,1.47044638909577e-07,-1988147.26260447,-302,1.47044638909577e-07
1622,-580873.437801996,-20,0.756586985926247,-1903981.50679393,-20,0.756586985926247,-98348.2234722125,-20,0.756586985926247
1623,23498950.0956621,770,0,47699395.6739779,770,0,4867372.29929193,770,0
1624,6851399.06888957,477,0,41405003.3811007,477,0,1756606.74328633,477,0
1625,357566.373157963,5,0.410948026710322,5149713.79090833,5,0.410948026710322,166718.063558315,5,0.410948026710322
1626,-127360678.523461,-502,0,-127360678.523461,-502,0,-125726077.612549,-502,0
1627,-35156870.0459314,-469,0,-135534259.700107,-469,0,-2920132.1408496,-469,0
1628,-190827.231503325,-15,0.850803571809845,-190827.231503325,-15,0.850803571809845,-51378.467198739,-15,0.850803571809845
1629,-36069576.6896427,-261,4.51716509191069e-05,-64482929.7399109,-261,4.51716509191069e-05,-28463802.5399582,-261,4.51716509191069e-05
1630,-83794.8238284607,-28,0.74793164392384,-392330.440432613,-28,0.74793164392384,-11887.7236619608,-28,0.74793164392384
1631,-1589337.70939304,-218,0.000658104011598049,-2834412.35253376,-218,0.000658104011598049,-468402.307111291,-218,0.000658104011598049
1632,-176291069.576991,-556,1.57932555922002e-10,-241330409.358507,-556,1.57932555922002e-10,-125472724.945435,-556,1.57932555922002e-10
1633,9272268.5794677,65,0.00993923800644825,74854383.4866121,65,0.00993923800644825,1936202.8026291,65,0.00993923800644825
1634,-5812383.066639,-256,7.67271490973442e-05,-20896906.434557,-256,7.67271490973442e-05,-2004165.29119544,-256,7.67271490973442e-05
1635,-2279844.12732519,-379,4.18305603266944e-07,-27098220.842362,-379,4.18305603266944e-07,-491571.98981417,-379,4.18305603266944e-07
1636,-574840.265060515,-259,0.000310236582369505,-1311429.92104378,-259,0.000310236582369505,-16308.7699307103,-259,0.000310236582369505
1637,-1015377.86121233,-272,0.000167129303377145,-4877713.18070128,-272,0.000167129303377145,-128908.241249829,-272,0.000167129303377145
1638,12989097.120879,143,0.0382295040213732,24027029.3830333,143,0.0382295040213732,2818155.71706033,143,0.0382295040213732
1639,-12653946.04604,-1156,0,-31141854.2301892,-1156,0,-6460375.28893821,-1156,0
1640,-6174096.04633433,-154,0.0461732362740432,-12262359.5800934,-154,0.0461732362740432,-3752401.98147502,-154,0.0461732362740432
1644,-7686230.59966402,-814,0,-9140715.25932799,-814,0,-3361089.52029954,-814,0
1650,-14494055.9277389,-270,0.00112470554319799,-36045994.4257451,-270,0.00112470554319799,-8983896.48751756,-270,0.00112470554319799
1651,3423415.46473685,42,0.548786669334506,6972052.22733876,42,0.548786669334506,1068715.08836138,42,0.548786669334506
1657,-7748124.63965849,-87,0.166547464106961,-14909732.0655907,-87,0.166547464106961,-4995623.101515,-87,0.166547464106961
1660,24254980.5330592,286,0.000401115566703192,27733695.0860155,286,0.000401115566703192,20985372.8385911,286,0.000401115566703192
1661,-2871105.32099407,-589,2.22044604925031e-16,-9361176.89412815,-589,2.22044604925031e-16,-934762.303069509,-589,2.22044604925031e-16
1662,15535854.4161161,211,0.00489740101756464,40214790.5842809,211,0.00489740101756464,4297049.65949509,211,0.00489740101756464
1663,12225218.200354,253,1.1993753703754e-05,72366179.4522539,253,1.1993753703754e-05,3906783.255643,253,1.1993753703754e-05
1678,-3828197.62644026,-25,0.678045170092585,-8525496.27452874,-25,0.678045170092585,-1273077.037439,-25,0.678045170092585
1690,-1167432.77635819,-50,0.51834840159216,-2885979.89113024,-50,0.51834840159216,-380805.893882567,-50,0.51834840159216
1692,2431527.03468843,57,0.414761224082868,6170771.27248858,57,0.414761224082868,1080650.72949672,57,0.414761224082868
1694,44087893.0721613,255,0.000562323910912044,49372679.0594825,255,0.000562323910912044,22322650.6851,255,0.000562323910912044
1695,-3248523.11991612,-30,0.705242122412124,-5626939.65397352,-30,0.705242122412124,-2561465.84709028,-30,0.705242122412124
1696,2058330.65707258,153,0.0233507532432229,6820736.1013526,153,0.0233507532432229,228017.254160433,153,0.0233507532432229
1697,-842382.607676157,-160,0.0279662131779037,-3244509.81229088,-160,0.0279662131779037,-607.240892239868,-160,0.0279662131779037
1698,6653696.79249609,240,4.35838812178346e-05,23404899.0281996,240,4.35838812178346e-05,987851.55403107,240,4.35838812178346e-05
1699,21334207.6015099,169,0.00769397723046072,21819359.7958357,169,0.00769397723046072,14023247.1728912,169,0.00769397723046072
1700,9995473.34317256,34,0.624072337297391,45311978.66905,34,0.624072337297391,2186840.6797853,34,0.624072337297391
1701,1853805.5520676,115,0.0491405614162188,4760606.52019916,115,0.0491405614162188,104.087220917445,115,0.0491405614162188
1702,-1431838.01941941,-61,0.330050439908165,-3012963.18716043,-61,0.330050439908165,-186958.07464328,-61,0.330050439908165
1703,-15107186.1945338,-120,0.0228204953611577,-28599778.8410902,-120,0.0228204953611577,-5964549.85074007,-120,0.0228204953611577
1704,-9910651.929057,-183,0.00576320432880251,-30965805.0462006,-183,0.00576320432880251,-5086749.35058906,-183,0.00576320432880251
1705,2313300.58936189,76,0.221552265608451,11381596.3650063,76,0.221552265608451,305637.789722011,76,0.221552265608451
1706,754281.152769396,102,0.0882962595149634,6083532.31847491,102,0.0882962595149634,38998.8257627362,102,0.0882962595149634
1707,9540725.5810049,179,0.00117913892017962,46584894.3735416,179,0.00117913892017962,2120734.83175333,179,0.00117913892017962
1708,4466511.19359345,54,0.338060151641158,27953924.8606522,54,0.338060151641158,1225630.69141151,54,0.338060151641158
1754,3780573.34946716,74,0.00736410092315443,3794227.79045845,74,0.00736410092315443,1873113.28561171,74,0.00736410092315443
1760,-1213385.78331954,-3,0.634194817329482,-1221258.89718077,-3,0.634194817329482,-982842.48448883,-3,0.634194817329482
1768,-70312.2726929799,-18,0.588553552729979,-696617.799179351,-18,0.588553552729979,-35401.6081929075,-18,0.588553552729979
1769,14626.2459963169,2,0.960531064772733,45957.2045252693,2,0.960531064772733,8832.10560988615,2,0.960531064772733
1776,3044515.18241104,83,0.00657223522524375,3457421.62842343,83,0.00657223522524375,2450266.03019656,83,0.00657223522524375
1779,-5901331.97174808,-36,0.220671361919847,-12638431.1657471,-36,0.220671361919847,-2962132.30447204,-36,0.220671361919847
1783,233835.888593483,30,0.311781412715391,678243.409719091,30,0.311781412715391,113048.96834339,30,0.311781412715391
1784,335353.663671787,31,0.277131690756207,390493.54491013,31,0.277131690756207,280213.782433446,31,0.277131690756207
1787,-25043.5890152759,-38,0.166344919968853,-72974.6636196084,-38,0.166344919968853,-8521.55749364462,-38,0.166344919968853
1794,1060835.28528719,136,7.30838185742932e-05,2418216.03459704,136,7.30838185742932e-05,565707.051922083,136,7.30838185742932e-05
1795,87950.7568216667,57,0.0524865561364936,257086.827632563,57,0.0524865561364936,35936.8683787456,57,0.0524865561364936
1801,63108.9168681669,20,0.562255511309939,279615.970671761,20,0.562255511309939,3747.77595282354,20,0.562255511309939
1806,399460.988879082,111,0.000426012903576689,604138.694511594,111,0.000426012903576689,179100.977317452,111,0.000426012903576689
1807,-704138.613062019,-26,0.43621931245406,-704138.613062019,-26,0.43621931245406,-704138.613062019,-26,0.43621931245406
1809,318178.243267584,82,0.00653384357839837,321574.683439885,82,0.00653384357839837,312383.346880963,82,0.00653384357839837
1810,-10524.2495584644,-25,0.418139384086638,-21290.3416579023,-25,0.418139384086638,-1838.09893955356,-25,0.418139384086638
1812,28844.0071271152,128,8.08403906391586e-05,54683.8761677942,128,8.08403906391586e-05,8280.07735440725,128,8.08403906391586e-05
1816,85822.3236645114,102,0.00529697462271228,159010.904251506,102,0.00529697462271228,22059.9634771454,102,0.00529697462271228
1820,16575.7762956966,88,0.00326418952368535,32990.6227244448,88,0.00326418952368535,4424.52362059609,88,0.00326418952368535
1826,-12548.7659420638,-45,0.111181066637337,-17136.4868241086,-45,0.111181066637337,-9786.5675482072,-45,0.111181066637337
1827,-76883.326165746,-47,0.142193907377078,-229834.182883706,-47,0.142193907377078,-63960.120532232,-47,0.142193907377078
1833,605392.725434131,77,0.0108341543477,766285.635424026,77,0.0108341543477,144390.342565006,77,0.0108341543477
1836,-166822.747119875,-53,0.078703996777673,-380031.027314339,-53,0.078703996777673,-34562.0984142134,-53,0.078703996777673
1838,116105.080505469,50,0.134261315669334,237162.895214319,50,0.134261315669334,88730.3543896145,50,0.134261315669334
1846,-222078.061333264,-36,0.237704197296318,-491019.839546303,-36,0.237704197296318,-199128.093863747,-36,0.237704197296318
1851,-1217894.89199961,-26,0.427805876810782,-1794841.52833717,-26,0.427805876810782,-531105.993415556,-26,0.427805876810782
1871,-364.717311950885,-39,0.237382972616268,-1462.06852246977,-39,0.237382972616268,-158.814494103433,-39,0.237382972616268
1872,-3040103.03998378,-33,0.319115381127695,-6246509.43347911,-33,0.319115381127695,-759220.219731766,-33,0.319115381127695
1874,-1867.52878433079,-2,0.973794033229961,-2874.17132406538,-2,0.973794033229961,-704.635550415358,-2,0.973794033229961
1876,-18952.1307494716,-59,0.0549628825296362,-219924.083613277,-59,0.0549628825296362,-5695.6995022031,-59,0.0549628825296362
1879,-52350.452541765,-23,0.52657625655986,-118430.5520709,-23,0.52657625655986,-35569.4329038018,-23,0.52657625655986
1880,-3848377.26242749,-77,0.0319729463145231,-4769651.58947569,-77,0.0319729463145231,-3282769.16700832,-77,0.0319729463145231
1884,-363079.421843874,-54,0.131465967399609,-739556.608331435,-54,0.131465967399609,-35121.0476040433,-54,0.131465967399609
1893,-97868.905097288,-12,0.739687541634263,-129114.415453078,-12,0.739687541634263,-57824.6670563638,-12,0.739687541634263
1895,-90613.2171027991,-10,0.794284589320295,-144348.962128878,-10,0.794284589320295,-75926.6712115198,-10,0.794284589320295
1908,-1647795.8437264,-46,0.19231725294946,-1907974.13484109,-46,0.19231725294946,-823897.921863204,-46,0.19231725294946
